method,config,T0,T1,branch,arm,severity,estimator,n,coverage,mean_bias,mean_abs_bias,rmse,mean_se,mean_direct_shock_component,mean_iv_moment_bias_ratio,mean_weight_corr,cap_bound_fraction
ARIMA-Z,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,0.0,SIV,1000,0.889,0.004569554408801574,0.02585731261182841,0.03492223247603031,0.029504192146949364,0.0,0.004569554408801577,0.6918757676351542,0.0
ARIMA-Z,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,0.0,TSLS,1000,0.905,0.007170527546618309,0.017379125083424277,0.02381256716888666,0.02004148119916104,0.0,0.00717052754661831,0.6918757676351542,0.0
ARIMA-Z,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,0.6,SIV,1000,0.884,0.005427986721653072,0.026390806011439588,0.036284383921498665,0.029995693496850252,0.0009017736658541884,0.0054279867216530725,0.6916978923371692,0.0
ARIMA-Z,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,0.6,TSLS,1000,0.84,0.01900386189168829,0.023398865424861935,0.03208406766759405,0.020506473011698893,0.011833334345069968,0.019003861891688265,0.6916978923371692,0.0
ARIMA-Z,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,1.4,SIV,1000,0.871,0.006472197586895304,0.029098184773412784,0.04174468066908607,0.03174940027052252,0.001961526377023005,0.0064721975868952996,0.6906800830856311,0.0
ARIMA-Z,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,1.4,TSLS,1000,0.695,0.03478164101844823,0.036597324553065885,0.048192969817888065,0.022441491168727925,0.02761111347182993,0.034781641018448224,0.6906800830856311,0.0
ARIMA-Z,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,2.0,SIV,1000,0.858,0.007142630293677341,0.03182979263563293,0.04735333692651047,0.0335905247009685,0.0026124966985171527,0.007142630293677337,0.6894345011252346,0.0
ARIMA-Z,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,2.0,TSLS,1000,0.574,0.0466149753635182,0.0480210310752947,0.06164394300817828,0.02473382506425842,0.039444447816899895,0.046614975363518205,0.6894345011252346,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,0.0,SIV,1000,0.937,0.0005903895389180424,0.011357008180797056,0.01438538471862477,0.01414748619670557,0.0,0.0005903895389180217,0.38092570056895014,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,0.0,TSLS,1000,0.919,0.00017556681007995368,0.004408050771108826,0.005502001326288577,0.005159676392223335,0.0,0.0001755668100799622,0.38092570056895014,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,0.6,SIV,1000,0.937,0.0005967803231524377,0.011377107021724299,0.014410126157199684,0.01417128836238743,3.4990213202099207e-06,0.0005967803231524536,0.3803430087625534,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,0.6,TSLS,1000,0.886,0.0033146448923666023,0.005238672270804898,0.006444537468296288,0.0051689718465439795,0.0031390780822866497,0.00331464489236661,0.3803430087625534,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,1.4,SIV,1000,0.937,0.0006053283126297497,0.011403861533013192,0.014443216601937519,0.01420309749774812,8.18499290747854e-06,0.0006053283126297537,0.3795680882688332,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,1.4,TSLS,1000,0.673,0.007500082335415451,0.00796031871850161,0.009440465483599204,0.00523906175340867,0.007324515525335516,0.007500082335415474,0.3795680882688332,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,2.0,SIV,1000,0.937,0.0006117593121342753,0.011423937546803157,0.014468109136693393,0.014227007528517821,1.1714997816525967e-05,0.0006117593121342639,0.37898843782660135,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,2.0,TSLS,1000,0.474,0.010639160417702125,0.01076073252033456,0.012216702992680338,0.005333768345262359,0.010463593607622163,0.010639160417702126,0.37898843782660135,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,B_SIV_targeted,0.0,SIV,1000,0.937,0.0005903895389180424,0.011357008180797056,0.01438538471862477,0.01414748619670557,0.0,0.0005903895389180217,0.38092570056895014,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,B_SIV_targeted,0.0,TSLS,1000,0.919,0.00017556681007995368,0.004408050771108826,0.005502001326288577,0.005159676392223335,0.0,0.0001755668100799622,0.38092570056895014,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,B_SIV_targeted,0.6,SIV,1000,0.929,0.0020158164413350654,0.011535361212580267,0.014584514055174427,0.014147847578957908,0.001417627641626519,0.002015816441335075,0.3809646641916312,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,B_SIV_targeted,0.6,TSLS,1000,0.883,0.0008247808147771045,0.005114916628565312,0.006394281021814038,0.005170865655619672,0.0006492140046971509,0.0008247808147771126,0.3809646641916312,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,B_SIV_targeted,1.4,SIV,1000,0.917,0.0037836982204732853,0.012063110805518187,0.015379780689630683,0.014196140123824265,0.003181767919677581,0.0037836982204732827,0.38043952292926486,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,B_SIV_targeted,1.4,TSLS,1000,0.699,0.0016903994877066218,0.007669197593308103,0.009297966585664006,0.005241415786590491,0.0015148326776266853,0.0016903994877066459,0.38043952292926486,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,B_SIV_targeted,2.0,SIV,1000,0.903,0.0049704516260813125,0.012558759758773652,0.016121124711759,0.014250363967774021,0.004371079975440239,0.004970451626081308,0.37982943427190374,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,B_SIV_targeted,2.0,TSLS,1000,0.515,0.00233961349240379,0.01037188270407893,0.012007722544261442,0.005334962855948606,0.0021640466823238365,0.0023396134924037995,0.37982943427190374,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,C_random_geometry,0.0,SIV,1000,0.937,0.0005903895389180424,0.011357008180797056,0.01438538471862477,0.01414748619670557,0.0,0.0005903895389180217,0.38092570056895014,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,C_random_geometry,0.0,TSLS,1000,0.919,0.00017556681007995368,0.004408050771108826,0.005502001326288577,0.005159676392223335,0.0,0.0001755668100799622,0.38092570056895014,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,C_random_geometry,0.6,SIV,1000,0.937,0.0005945699332268006,0.011387285293747273,0.014420466233903582,0.014173330770824546,3.5982465406868713e-06,0.0005945699332267964,0.380304074007728,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,C_random_geometry,0.6,TSLS,1000,0.886,0.0033146448923665976,0.005238672270804896,0.006444537468296283,0.005168971846543979,0.0031390780822866493,0.0033146448923666093,0.380304074007728,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,C_random_geometry,1.4,SIV,1000,0.937,0.0006046156470368362,0.011444268220406999,0.014490898435154697,0.014208358151013333,1.0933831343094797e-05,0.0006046156470368334,0.37947839587926874,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,C_random_geometry,1.4,TSLS,1000,0.673,0.007500082335415456,0.007960318718501612,0.009440465483599204,0.00523906175340867,0.007324515525335516,0.007500082335415476,0.37947839587926874,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,C_random_geometry,2.0,SIV,1000,0.937,0.0006159280380435578,0.011478071847026044,0.014538789341371313,0.014233558697925967,1.7917131882385632e-05,0.0006159280380435683,0.37888632078548046,0.0
ARIMA-Z,longer_length,30,60,Aggregate Shock,C_random_geometry,2.0,TSLS,1000,0.474,0.010639160417702123,0.010760732520334562,0.01221670299268034,0.00533376834526236,0.010463593607622163,0.010639160417702126,0.37888632078548046,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,0.0,SIV,1000,0.936,0.0012246482588266511,0.017446085394006054,0.02268652218261266,0.021799909954391215,0.0,0.0012246482588266535,0.2583524062328746,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,0.0,TSLS,1000,0.929,0.001998121595061844,0.014234426527395769,0.017919223378392236,0.01750610900119737,0.0,0.001998121595061835,0.2583524062328746,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,0.6,SIV,1000,0.935,0.0012793005458137808,0.017540796432013304,0.02282746137244636,0.02192286986500248,4.5470408422275624e-05,0.0012793005458137721,0.2570550504891454,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,0.6,TSLS,1000,0.85,0.012657839173570646,0.01738211553070134,0.021671490364485613,0.017263710922571014,0.010659717578508813,0.012657839173570648,0.2570550504891454,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,1.4,SIV,1000,0.937,0.0013528720204531147,0.017687279739858012,0.023024367946883013,0.022088590961568434,0.00010696147937648452,0.0013528720204531272,0.25533573671410054,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,1.4,TSLS,1000,0.65,0.026870795944915753,0.027836481374729403,0.032292659013126376,0.017148446827219426,0.024872674349853897,0.026870795944915735,0.25533573671410054,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,2.0,SIV,1000,0.934,0.001408512920472922,0.01780774530927937,0.02317874152398163,0.02221414082906738,0.000153667099159566,0.0014085129204729036,0.2540550099348547,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,2.0,TSLS,1000,0.426,0.037530513523424555,0.037743659365618694,0.04188083565647736,0.017222099956594066,0.03553239192836272,0.03753051352342455,0.2540550099348547,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,0.0,SIV,1000,0.936,0.0012246482588266511,0.017446085394006054,0.02268652218261266,0.021799909954391215,0.0,0.0012246482588266535,0.2583524062328746,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,0.0,TSLS,1000,0.929,0.001998121595061844,0.014234426527395769,0.017919223378392236,0.01750610900119737,0.0,0.001998121595061835,0.2583524062328746,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,0.6,SIV,1000,0.909,0.00990527988739193,0.01964139883608005,0.025097757752725932,0.021907837226771795,0.008745126109225938,0.009905279887391937,0.25845992823941266,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,0.6,TSLS,1000,0.88,0.0028994110726130663,0.016001629843398115,0.02024225857285551,0.017506782373445114,0.0009012894775512408,0.002899411072613077,0.25845992823941266,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,1.4,SIV,1000,0.842,0.017864159199066292,0.024202117671372193,0.030204257309339348,0.022194815055815942,0.0168005775770676,0.0178641591990663,0.2579952767875647,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,1.4,TSLS,1000,0.76,0.004101130376014746,0.023097565032536203,0.028157743472805783,0.017647857394483196,0.0021030087809528948,0.004101130376014735,0.2579952767875647,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,2.0,SIV,1000,0.79,0.021098204061910403,0.026822186726563123,0.03317018870059099,0.02241833090508057,0.020090629315834385,0.021098204061910396,0.25720432463942156,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,2.0,TSLS,1000,0.613,0.005002419853565991,0.030183695456897693,0.03576132379903888,0.017857540667678515,0.003004298258504137,0.005002419853565974,0.25720432463942156,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,0.0,SIV,1000,0.936,0.0012246482588266511,0.017446085394006054,0.02268652218261266,0.021799909954391215,0.0,0.0012246482588266535,0.2583524062328746,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,0.0,TSLS,1000,0.929,0.001998121595061844,0.014234426527395769,0.017919223378392236,0.01750610900119737,0.0,0.001998121595061835,0.2583524062328746,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,0.6,SIV,1000,0.936,0.0012834882128022118,0.017623282712204896,0.02291691340242701,0.0219337055179426,5.22296926367569e-05,0.0012834882128022007,0.25702372414241514,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,0.6,TSLS,1000,0.851,0.012631742690244903,0.017359457923941023,0.021654696242094564,0.017264941760796446,0.010633621095183062,0.0126317426902449,0.25702372414241514,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,1.4,SIV,1000,0.932,0.0013621912813725878,0.017912804820112975,0.023312570733573394,0.022110948828423696,0.00013200099578942884,0.001362191281372582,0.25528743534721743,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,1.4,TSLS,1000,0.651,0.026809904150489,0.027775589580302643,0.0322617322229224,0.017151032528946886,0.024811782555427146,0.02680990415048898,0.25528743534721743,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,2.0,SIV,1000,0.93,0.0013854589597498117,0.018091063907557377,0.0236092343292287,0.022241603500911027,0.0001661068143165807,0.0013854589597498137,0.25403091658623866,0.0
ARIMA-Z,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,2.0,TSLS,1000,0.428,0.03744352524567205,0.037666497807326685,0.041842948129883595,0.017225457543182533,0.03544540365061021,0.03744352524567205,0.25403091658623866,0.0
HAC,finite_length,5,10,Aggregate Shock,A_TSLS_targeted,0.0,SIV,1000,0.849,-0.00010648135349558663,0.014168145496703219,0.018034345736677497,0.015404930161842993,0.0,-0.00010648135349558603,0.8443775579349695,0.0
HAC,finite_length,5,10,Aggregate Shock,A_TSLS_targeted,0.0,TSLS,1000,0.864,-0.00022484494446467097,0.01106651239283519,0.01383627153377077,0.011543585917427183,0.0,-0.00022484494446466918,0.8443775579349695,0.0
HAC,finite_length,5,10,Aggregate Shock,A_TSLS_targeted,0.6,SIV,1000,0.849,-0.0001064206813039621,0.014168335496693357,0.01803458450400114,0.01540520058776167,1.7411176124622406e-07,-0.00010642068130397426,0.8443657912717016,0.0
HAC,finite_length,5,10,Aggregate Shock,A_TSLS_targeted,0.6,TSLS,1000,0.799,0.008171637976706314,0.01300570728604049,0.01675473919144421,0.01176640206103597,0.008396482921170992,0.008171637976706314,0.8443657912717016,0.0
HAC,finite_length,5,10,Aggregate Shock,A_TSLS_targeted,1.4,SIV,1000,0.849,-0.00010634180597395049,0.014168575587806185,0.018034896107792735,0.015405534650925869,3.8506741516856245e-07,-0.00010634180597396022,0.8443509702709427,0.0
HAC,finite_length,5,10,Aggregate Shock,A_TSLS_targeted,1.4,TSLS,1000,0.632,0.01936694853826765,0.020784187707130072,0.02634257292219203,0.012749977780516198,0.019591793482732316,0.019366948538267644,0.8443509702709427,0.0
HAC,finite_length,5,10,Aggregate Shock,A_TSLS_targeted,2.0,SIV,1000,0.849,-0.00010628442591301045,0.014168745684675587,0.018035123504065227,0.015405767155818722,5.286521305284158e-07,-0.00010628442591300974,0.8443404714662824,0.0
HAC,finite_length,5,10,Aggregate Shock,A_TSLS_targeted,2.0,TSLS,1000,0.498,0.027763431459438645,0.02835102356274962,0.034992385842143654,0.013882574030779837,0.02798827640390331,0.027763431459438638,0.8443404714662824,0.0
HAC,finite_length,5,10,Aggregate Shock,B_SIV_targeted,0.0,SIV,1000,0.849,-0.00010648135349558663,0.014168145496703219,0.018034345736677497,0.015404930161842993,0.0,-0.00010648135349558603,0.8443775579349695,0.0
HAC,finite_length,5,10,Aggregate Shock,B_SIV_targeted,0.0,TSLS,1000,0.864,-0.00022484494446467097,0.01106651239283519,0.01383627153377077,0.011543585917427183,0.0,-0.00022484494446466918,0.8443775579349695,0.0
HAC,finite_length,5,10,Aggregate Shock,B_SIV_targeted,0.6,SIV,1000,0.849,-7.680871579362591e-05,0.014186157048082208,0.01805159058130663,0.015412293011096541,3.319228524287229e-05,-7.680871579362351e-05,0.8444178326847285,0.0
HAC,finite_length,5,10,Aggregate Shock,B_SIV_targeted,0.6,TSLS,1000,0.796,0.001783487709141287,0.013215231270561184,0.016815057002262792,0.011759100245148644,0.0020083326536059517,0.0017834877091412805,0.8444178326847285,0.0
HAC,finite_length,5,10,Aggregate Shock,B_SIV_targeted,1.4,SIV,1000,0.849,-4.660033582126766e-05,0.014188056353711795,0.01805108503887329,0.01540918231199284,7.11726228170421e-05,-4.660033582128399e-05,0.8444866568885955,0.0
HAC,finite_length,5,10,Aggregate Shock,B_SIV_targeted,1.4,TSLS,1000,0.6,0.004461264580615877,0.021165065888426426,0.02643209816867379,0.012749865652231598,0.0046861095250805545,0.004461264580615878,0.8444866568885955,0.0
HAC,finite_length,5,10,Aggregate Shock,B_SIV_targeted,2.0,SIV,1000,0.85,-1.7286674448851125e-05,0.014196014950262363,0.018054659123680674,0.015410267701244514,0.00010279983295089388,-1.7286674448845822e-05,0.8445197640196936,0.0
HAC,finite_length,5,10,Aggregate Shock,B_SIV_targeted,2.0,TSLS,1000,0.479,0.006469597234221823,0.02880887716259632,0.03508869602847745,0.013898506934096246,0.006694442178686506,0.006469597234221828,0.8445197640196936,0.0
HAC,finite_length,5,10,Aggregate Shock,C_random_geometry,0.0,SIV,1000,0.849,-0.00010648135349558663,0.014168145496703219,0.018034345736677497,0.015404930161842993,0.0,-0.00010648135349558603,0.8443775579349695,0.0
HAC,finite_length,5,10,Aggregate Shock,C_random_geometry,0.0,TSLS,1000,0.864,-0.00022484494446467097,0.01106651239283519,0.01383627153377077,0.011543585917427183,0.0,-0.00022484494446466918,0.8443775579349695,0.0
HAC,finite_length,5,10,Aggregate Shock,C_random_geometry,0.6,SIV,1000,0.849,-8.723796997670896e-05,0.014150190830856054,0.018024277388620127,0.015398818913917155,2.0347762396172557e-05,-8.723796997671153e-05,0.8443820629478964,0.0
HAC,finite_length,5,10,Aggregate Shock,C_random_geometry,0.6,TSLS,1000,0.799,0.008171637976706322,0.013005707286040495,0.016754739191444212,0.011766402061035991,0.008396482921170992,0.008171637976706315,0.8443820629478964,0.0
HAC,finite_length,5,10,Aggregate Shock,C_random_geometry,1.4,SIV,1000,0.848,-0.0001658464387239118,0.014231351056669572,0.018171088242973185,0.015419289680557504,-5.675149877056615e-05,-0.00016584643872391973,0.844374878691168,0.0
HAC,finite_length,5,10,Aggregate Shock,C_random_geometry,1.4,TSLS,1000,0.632,0.019366948538267658,0.020784187707130083,0.02634257292219204,0.012749977780515887,0.019591793482732316,0.01936694853826765,0.844374878691168,0.0
HAC,finite_length,5,10,Aggregate Shock,C_random_geometry,2.0,SIV,1000,0.848,-0.000321775662823822,0.014390185110410774,0.019339545309465144,0.015472874673171589,-0.00021127288441037586,-0.00032177566282381173,0.8443730321261426,0.0
HAC,finite_length,5,10,Aggregate Shock,C_random_geometry,2.0,TSLS,1000,0.498,0.02776343145943865,0.02835102356274963,0.03499238584214366,0.013882574030779906,0.027988276403903313,0.027763431459438635,0.8443730321261426,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,A_TSLS_targeted,0.0,SIV,1000,0.839,0.004569554408801574,0.02585731261182841,0.03492223247603031,0.02623285208865039,0.0,0.004569554408801577,0.6918757676351542,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,A_TSLS_targeted,0.0,TSLS,1000,0.85,0.007170527546618309,0.017379125083424277,0.02381256716888666,0.017062858218864805,0.0,0.00717052754661831,0.6918757676351542,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,A_TSLS_targeted,0.6,SIV,1000,0.838,0.0045836155055212074,0.02615220171322884,0.03517563551619143,0.026412788966711995,4.047028941032359e-05,0.004583615505521209,0.6917904109675893,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,A_TSLS_targeted,0.6,TSLS,1000,0.756,0.019615251931301467,0.023615955653520093,0.032553209842551306,0.017459806486851977,0.012444724384683147,0.01961525193130146,0.6917904109675893,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,A_TSLS_targeted,1.4,SIV,1000,0.825,0.004575173653215312,0.02810877157798841,0.03866615524487821,0.027589297772623495,6.715808297918443e-05,0.004575173653215286,0.6912399298327913,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,A_TSLS_targeted,1.4,TSLS,1000,0.547,0.03620821777754565,0.03730158569298533,0.04910721457985065,0.019058161299875146,0.029037690230927345,0.036208217777545654,0.6912399298327913,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,A_TSLS_targeted,2.0,SIV,1000,0.817,0.0045622366466829874,0.030203949046968943,0.04324294383590205,0.028832123801421118,7.368435249806898e-05,0.00456223664668299,0.6905091225864831,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,A_TSLS_targeted,2.0,TSLS,1000,0.431,0.0486529421622288,0.049098709052347714,0.06282162037880377,0.020902940543823963,0.041482414615610495,0.0486529421622288,0.6905091225864831,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,B_SIV_targeted,0.0,SIV,1000,0.839,0.004569554408801574,0.02585731261182841,0.03492223247603031,0.02623285208865039,0.0,0.004569554408801577,0.6918757676351542,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,B_SIV_targeted,0.0,TSLS,1000,0.85,0.007170527546618309,0.017379125083424277,0.02381256716888666,0.017062858218864805,0.0,0.00717052754661831,0.6918757676351542,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,B_SIV_targeted,0.6,SIV,1000,0.816,0.016431615138157257,0.029968898398590117,0.04188381888653305,0.027403133407733496,0.011958469926328312,0.016431615138157284,0.6911109949340527,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,B_SIV_targeted,0.6,TSLS,1000,0.813,0.007842697683356787,0.01975726453858439,0.027511187875417082,0.017397797629284055,0.0006721701367384867,0.007842697683356789,0.6911109949340527,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,B_SIV_targeted,1.4,SIV,1000,0.75,0.03104653372785485,0.039364512963990114,0.057187031063297894,0.03063024856783082,0.026773276865535496,0.031046533727854857,0.6870174552565221,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,B_SIV_targeted,1.4,TSLS,1000,0.674,0.008738924532341447,0.028366014166961762,0.03898540087875609,0.01869013847350687,0.0015683969857231363,0.008738924532341447,0.6870174552565221,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,B_SIV_targeted,2.0,SIV,1000,0.71,0.04075074557826443,0.04715848394679924,0.06834744046158449,0.03354416835440095,0.0366706358940546,0.04075074557826443,0.6823385515960274,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,B_SIV_targeted,2.0,TSLS,1000,0.567,0.009411094669079925,0.03712031454486102,0.04974463200763262,0.020176146505969286,0.0022405671224616226,0.009411094669079929,0.6823385515960274,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,0.0,SIV,1000,0.839,0.004569554408801574,0.02585731261182841,0.03492223247603031,0.02623285208865039,0.0,0.004569554408801577,0.6918757676351542,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,0.0,TSLS,1000,0.85,0.007170527546618309,0.017379125083424277,0.02381256716888666,0.017062858218864805,0.0,0.00717052754661831,0.6918757676351542,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,0.6,SIV,1000,0.842,0.005427986721653072,0.026390806011439588,0.036284383921498665,0.026698794754560162,0.0009017736658541884,0.0054279867216530725,0.6916978923371692,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,0.6,TSLS,1000,0.758,0.01900386189168829,0.023398865424861935,0.03208406766759405,0.0174356003878137,0.011833334345069968,0.019003861891688265,0.6916978923371692,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,1.4,SIV,1000,0.824,0.006472197586895304,0.029098184773412784,0.04174468066908607,0.028106009020414782,0.001961526377023005,0.0064721975868952996,0.6906800830856311,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,1.4,TSLS,1000,0.552,0.03478164101844823,0.036597324553065885,0.048192969817888065,0.018985520706933077,0.02761111347182993,0.034781641018448224,0.6906800830856311,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,2.0,SIV,1000,0.803,0.007142630293677341,0.03182979263563293,0.04735333692651047,0.02952538788540947,0.0026124966985171527,0.007142630293677337,0.6894345011252346,0.0
HAC,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,2.0,TSLS,1000,0.439,0.0466149753635182,0.0480210310752947,0.06164394300817828,0.02078117278688949,0.039444447816899895,0.046614975363518205,0.6894345011252346,0.0
HAC,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,0.0,SIV,1000,0.943,0.0005903895389180424,0.011357008180797056,0.01438538471862477,0.01411867441986512,0.0,0.0005903895389180217,0.38092570056895014,0.0
HAC,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,0.0,TSLS,1000,0.929,0.00017556681007995368,0.004408050771108826,0.005502001326288577,0.005155398762848252,0.0,0.0001755668100799622,0.38092570056895014,0.0
HAC,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,0.6,SIV,1000,0.943,0.0005967803231524377,0.011377107021724299,0.014410126157199684,0.014142222037723516,3.4990213202099207e-06,0.0005967803231524536,0.3803430087625534,0.0
HAC,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,0.6,TSLS,1000,0.882,0.0033146448923666023,0.005238672270804898,0.006444537468296288,0.005167116339643112,0.0031390780822866497,0.00331464489236661,0.3803430087625534,0.0
HAC,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,1.4,SIV,1000,0.943,0.0006053283126297497,0.011403861533013192,0.014443216601937519,0.01417368832707653,8.18499290747854e-06,0.0006053283126297537,0.3795680882688332,0.0
HAC,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,1.4,TSLS,1000,0.676,0.007500082335415451,0.00796031871850161,0.009440465483599204,0.005227720142724788,0.007324515525335516,0.007500082335415474,0.3795680882688332,0.0
HAC,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,2.0,SIV,1000,0.942,0.0006117593121342753,0.011423937546803157,0.014468109136693393,0.0141973386549055,1.1714997816525967e-05,0.0006117593121342639,0.37898843782660135,0.0
HAC,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,2.0,TSLS,1000,0.466,0.010639160417702125,0.01076073252033456,0.012216702992680338,0.005305994075307523,0.010463593607622163,0.010639160417702126,0.37898843782660135,0.0
HAC,longer_length,30,60,Aggregate Shock,B_SIV_targeted,0.0,SIV,1000,0.943,0.0005903895389180424,0.011357008180797056,0.01438538471862477,0.01411867441986512,0.0,0.0005903895389180217,0.38092570056895014,0.0
HAC,longer_length,30,60,Aggregate Shock,B_SIV_targeted,0.0,TSLS,1000,0.929,0.00017556681007995368,0.004408050771108826,0.005502001326288577,0.005155398762848252,0.0,0.0001755668100799622,0.38092570056895014,0.0
HAC,longer_length,30,60,Aggregate Shock,B_SIV_targeted,0.6,SIV,1000,0.944,0.0020158164413350654,0.011535361212580267,0.014584514055174427,0.01411803682548734,0.001417627641626519,0.002015816441335075,0.3809646641916312,0.0
HAC,longer_length,30,60,Aggregate Shock,B_SIV_targeted,0.6,TSLS,1000,0.877,0.0008247808147771045,0.005114916628565312,0.006394281021814038,0.0051697212876635435,0.0006492140046971509,0.0008247808147771126,0.3809646641916312,0.0
HAC,longer_length,30,60,Aggregate Shock,B_SIV_targeted,1.4,SIV,1000,0.925,0.0037836982204732853,0.012063110805518187,0.015379780689630683,0.014157774861014534,0.003181767919677581,0.0037836982204732827,0.38043952292926486,0.0
