method,config,T0,T1,branch,arm,severity,estimator,n,coverage,mean_bias,mean_abs_bias,rmse,mean_se,mean_direct_shock_component,mean_iv_moment_bias_ratio,mean_weight_corr,cap_bound_fraction
HAC,longer_length,30,60,Aggregate Shock,B_SIV_targeted,1.4,TSLS,1000,0.697,0.0016903994877066218,0.007669197593308103,0.009297966585664006,0.0052323932510542955,0.0015148326776266853,0.0016903994877066459,0.38043952292926486,0.0
HAC,longer_length,30,60,Aggregate Shock,B_SIV_targeted,2.0,SIV,1000,0.913,0.0049704516260813125,0.012558759758773652,0.016121124711759,0.01420316329820361,0.004371079975440239,0.004970451626081308,0.37982943427190374,0.0
HAC,longer_length,30,60,Aggregate Shock,B_SIV_targeted,2.0,TSLS,1000,0.504,0.00233961349240379,0.01037188270407893,0.012007722544261442,0.005311192481141148,0.0021640466823238365,0.0023396134924037995,0.37982943427190374,0.0
HAC,longer_length,30,60,Aggregate Shock,C_random_geometry,0.0,SIV,1000,0.943,0.0005903895389180424,0.011357008180797056,0.01438538471862477,0.01411867441986512,0.0,0.0005903895389180217,0.38092570056895014,0.0
HAC,longer_length,30,60,Aggregate Shock,C_random_geometry,0.0,TSLS,1000,0.929,0.00017556681007995368,0.004408050771108826,0.005502001326288577,0.005155398762848252,0.0,0.0001755668100799622,0.38092570056895014,0.0
HAC,longer_length,30,60,Aggregate Shock,C_random_geometry,0.6,SIV,1000,0.943,0.0005945699332268006,0.011387285293747273,0.014420466233903582,0.014143644769007336,3.5982465406868713e-06,0.0005945699332267964,0.380304074007728,0.0
HAC,longer_length,30,60,Aggregate Shock,C_random_geometry,0.6,TSLS,1000,0.882,0.0033146448923665976,0.005238672270804896,0.006444537468296283,0.005167116339642976,0.0031390780822866493,0.0033146448923666093,0.380304074007728,0.0
HAC,longer_length,30,60,Aggregate Shock,C_random_geometry,1.4,SIV,1000,0.941,0.0006046156470368362,0.011444268220406999,0.014490898435154697,0.01417772061474731,1.0933831343094797e-05,0.0006046156470368334,0.37947839587926874,0.0
HAC,longer_length,30,60,Aggregate Shock,C_random_geometry,1.4,TSLS,1000,0.676,0.007500082335415456,0.007960318718501612,0.009440465483599204,0.005227720142724801,0.007324515525335516,0.007500082335415476,0.37947839587926874,0.0
HAC,longer_length,30,60,Aggregate Shock,C_random_geometry,2.0,SIV,1000,0.941,0.0006159280380435578,0.011478071847026044,0.014538789341371313,0.014202442941935171,1.7917131882385632e-05,0.0006159280380435683,0.37888632078548046,0.0
HAC,longer_length,30,60,Aggregate Shock,C_random_geometry,2.0,TSLS,1000,0.466,0.010639160417702123,0.010760732520334562,0.01221670299268034,0.005305994075307573,0.010463593607622163,0.010639160417702126,0.37888632078548046,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,0.0,SIV,1000,0.942,0.0012246482588266511,0.017446085394006054,0.02268652218261266,0.02173507841895145,0.0,0.0012246482588266535,0.2583524062328746,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,0.0,TSLS,1000,0.932,0.001998121595061844,0.014234426527395769,0.017919223378392236,0.017270152256863413,0.0,0.001998121595061835,0.2583524062328746,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,0.6,SIV,1000,0.942,0.0012793005458137808,0.017540796432013304,0.02282746137244636,0.021854977555805177,4.5470408422275624e-05,0.0012793005458137721,0.2570550504891454,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,0.6,TSLS,1000,0.858,0.012657839173570646,0.01738211553070134,0.021671490364485613,0.017028703461068193,0.010659717578508813,0.012657839173570648,0.2570550504891454,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,1.4,SIV,1000,0.943,0.0013528720204531147,0.017687279739858012,0.023024367946883013,0.02201637691990423,0.00010696147937648452,0.0013528720204531272,0.25533573671410054,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,1.4,TSLS,1000,0.633,0.026870795944915753,0.027836481374729403,0.032292659013126376,0.016873773358803953,0.024872674349853897,0.026870795944915735,0.25533573671410054,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,2.0,SIV,1000,0.942,0.001408512920472922,0.01780774530927937,0.02317874152398163,0.022138503953514008,0.000153667099159566,0.0014085129204729036,0.2540550099348547,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,2.0,TSLS,1000,0.42,0.037530513523424555,0.037743659365618694,0.04188083565647736,0.01688652822350742,0.03553239192836272,0.03753051352342455,0.2540550099348547,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,0.0,SIV,1000,0.942,0.0012246482588266511,0.017446085394006054,0.02268652218261266,0.02173507841895145,0.0,0.0012246482588266535,0.2583524062328746,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,0.0,TSLS,1000,0.932,0.001998121595061844,0.014234426527395769,0.017919223378392236,0.017270152256863413,0.0,0.001998121595061835,0.2583524062328746,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,0.6,SIV,1000,0.917,0.00990527988739193,0.01964139883608005,0.025097757752725932,0.02178856507110953,0.008745126109225938,0.009905279887391937,0.25845992823941266,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,0.6,TSLS,1000,0.9,0.0028994110726130663,0.016001629843398115,0.02024225857285551,0.017274343616935695,0.0009012894775512408,0.002899411072613077,0.25845992823941266,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,1.4,SIV,1000,0.843,0.017864159199066292,0.024202117671372193,0.030204257309339348,0.021997318789890967,0.0168005775770676,0.0178641591990663,0.2579952767875647,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,1.4,TSLS,1000,0.754,0.004101130376014746,0.023097565032536203,0.028157743472805783,0.017391750381497994,0.0021030087809528948,0.004101130376014735,0.2579952767875647,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,2.0,SIV,1000,0.778,0.021098204061910403,0.026822186726563123,0.03317018870059099,0.0221724379044416,0.020090629315834385,0.021098204061910396,0.25720432463942156,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,2.0,TSLS,1000,0.612,0.005002419853565991,0.030183695456897693,0.03576132379903888,0.017562933115685773,0.003004298258504137,0.005002419853565974,0.25720432463942156,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,0.0,SIV,1000,0.942,0.0012246482588266511,0.017446085394006054,0.02268652218261266,0.02173507841895145,0.0,0.0012246482588266535,0.2583524062328746,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,0.0,TSLS,1000,0.932,0.001998121595061844,0.014234426527395769,0.017919223378392236,0.017270152256863413,0.0,0.001998121595061835,0.2583524062328746,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,0.6,SIV,1000,0.942,0.0012834882128022118,0.017623282712204896,0.02291691340242701,0.021863494689816406,5.22296926367569e-05,0.0012834882128022007,0.25702372414241514,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,0.6,TSLS,1000,0.858,0.012631742690244903,0.017359457923941023,0.021654696242094564,0.01703007143364677,0.010633621095183062,0.0126317426902449,0.25702372414241514,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,1.4,SIV,1000,0.939,0.0013621912813725878,0.017912804820112975,0.023312570733573394,0.022031585514169564,0.00013200099578942884,0.001362191281372582,0.25528743534721743,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,1.4,TSLS,1000,0.634,0.026809904150489,0.027775589580302643,0.0322617322229224,0.01687677440376775,0.024811782555427146,0.02680990415048898,0.25528743534721743,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,2.0,SIV,1000,0.937,0.0013854589597498117,0.018091063907557377,0.0236092343292287,0.022153914630964024,0.0001661068143165807,0.0013854589597498137,0.25403091658623866,0.0
HAC,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,2.0,TSLS,1000,0.422,0.03744352524567205,0.037666497807326685,0.041842948129883595,0.01689060352746437,0.03544540365061021,0.03744352524567205,0.25403091658623866,0.0
