method,config,T0,T1,branch,arm,severity,n_pairs,delta_coverage_siv_minus_tsls,mcse_delta_coverage,bias_tsls,bias_siv,delta_signed_bias_siv_minus_tsls,mcse_delta_signed_bias,delta_abs_bias_siv_minus_tsls,mcse_delta_abs_bias,rmse_tsls,rmse_siv,delta_rmse_siv_minus_tsls,mcse_delta_rmse
HAC,finite_length,5,10,GFE + Agg. Shock,A_TSLS_targeted,0.0,1000,-0.011,0.014801962643450295,0.007170527546618315,0.004569554408806144,-0.0026009731378121704,0.0010257967051469123,0.008478187528419999,0.0007242914337455611,0.023812567168886675,0.034922232476041634,0.011109665307154959,0.001041008025805137
HAC,finite_length,5,10,GFE + Agg. Shock,A_TSLS_targeted,0.6,1000,0.082,0.01665993858192621,0.01961525193130157,0.004583615505515501,-0.015031636425786069,0.001087666466803776,0.002536246059719062,0.0008264435712564423,0.032553209842553,0.03517563551622305,0.002622425673670048,0.0011667541262051198
HAC,finite_length,5,10,GFE + Agg. Shock,A_TSLS_targeted,1.4,1000,0.278,0.01873678379730809,0.036208217777545876,0.004575173653220556,-0.03163304412432532,0.0013578907314036742,-0.00919281411500707,0.0010575419045160022,0.04910721457985467,0.03866615524489061,-0.010441059334964059,0.0015452744212455106
HAC,finite_length,5,10,GFE + Agg. Shock,A_TSLS_targeted,2.0,1000,0.386,0.018956881688805348,0.048652942162229124,0.004562236646684936,-0.04409070551554418,0.0016472136371479462,-0.018894760005364004,0.0012274413440884417,0.06282162037880942,0.04324294383597018,-0.019578676542839242,0.0019673615851524572
HAC,finite_length,5,10,GFE + Agg. Shock,B_SIV_targeted,0.0,1000,-0.011,0.014801962643450295,0.007170527546618315,0.004569554408806144,-0.0026009731378121704,0.0010257967051469123,0.008478187528419999,0.0007242914337455611,0.023812567168886675,0.034922232476041634,0.011109665307154959,0.001041008025805137
HAC,finite_length,5,10,GFE + Agg. Shock,B_SIV_targeted,0.6,1000,0.003,0.016470041355815177,0.007842697683355897,0.016431615138148035,0.008588917454792138,0.00127940623613203,0.010211633860006578,0.0009473392359105609,0.027511187875404085,0.04188381888655116,0.014372631011147077,0.0018074052579812017
HAC,finite_length,5,10,GFE + Agg. Shock,B_SIV_targeted,1.4,1000,0.076,0.019611440758103636,0.00873892453233932,0.031046533727863392,0.02230760919552407,0.0018506085018103434,0.010998498797053034,0.001357931818860337,0.038985400878732854,0.05718703106332913,0.01820163018459628,0.00292607689001099
HAC,finite_length,5,10,GFE + Agg. Shock,B_SIV_targeted,2.0,1000,0.143,0.02056633107712637,0.009411094669076886,0.04075074557825958,0.03133965090918269,0.002285524892507235,0.010038169401965346,0.0015938677890019399,0.04974463200760508,0.06834744046157913,0.01860280845397405,0.0034735717716827177
HAC,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,0.0,1000,-0.011,0.014801962643450295,0.007170527546618315,0.004569554408806144,-0.0026009731378121704,0.0010257967051469123,0.008478187528419999,0.0007242914337455611,0.023812567168886675,0.034922232476041634,0.011109665307154959,0.001041008025805137
HAC,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,0.6,1000,0.084,0.01658973234320612,0.019003861891688078,0.005427986721662175,-0.013575875170025902,0.0011247336481976483,0.002991940586584355,0.0008580201757652168,0.032084067667594925,0.036284383921532895,0.00420031625393797,0.0014726573502249045
HAC,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,1.4,1000,0.272,0.018877827533176912,0.03478164101844773,0.00647219758689729,-0.028309443431550445,0.0014762862594677945,-0.007499139779654427,0.0011388953499576627,0.048192969817891444,0.041744680669085016,-0.006448289148806428,0.0022527959142167055
HAC,finite_length,5,10,GFE + Agg. Shock,C_random_geometry,2.0,1000,0.364,0.019179986232317054,0.0466149753635175,0.007142630293685285,-0.039472345069832215,0.0018141937724743132,-0.01619123843966809,0.0013391002979860488,0.06164394300818374,0.04735333692648922,-0.014290606081694517,0.0027909771208353877
HAC,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,0.0,1000,0.014,0.010483983685313229,0.00017556681007995523,0.0005903895389181333,0.00041482272883817804,0.00042985251666473925,0.006948957409688337,0.00028263847225592175,0.005502001326288576,0.014385384718624905,0.008883383392336328,0.00037510032782128873
HAC,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,0.6,1000,0.061,0.012305707229998221,0.0033146448923665997,0.0005967803231526134,-0.0027178645692139862,0.00043142037033982083,0.006138434750919694,0.000291402177338949,0.00644453746829629,0.014410126157199832,0.007965588688903541,0.0003801745032168804
HAC,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,1.4,1000,0.267,0.01612361531949243,0.007500082335415445,0.0006053283126298985,-0.006894754022785547,0.00043570447479867556,0.003443542814511551,0.0003149035147358262,0.009440465483599197,0.01444321660193742,0.005002751118338223,0.00039265552408870586
HAC,longer_length,30,60,Aggregate Shock,A_TSLS_targeted,2.0,1000,0.476,0.017254614505161272,0.01063916041770212,0.0006117593121344395,-0.01002740110556768,0.0004405226636302615,0.0006632050264687104,0.00032952022680758425,0.012216702992680344,0.014468109136693667,0.002251406144013323,0.00040045039879188027
HAC,longer_length,30,60,Aggregate Shock,B_SIV_targeted,0.0,1000,0.014,0.010483983685313229,0.00017556681007995523,0.0005903895389181333,0.00041482272883817804,0.00042985251666473925,0.006948957409688337,0.00028263847225592175,0.005502001326288576,0.014385384718624905,0.008883383392336328,0.00037510032782128873
HAC,longer_length,30,60,Aggregate Shock,B_SIV_targeted,0.6,1000,0.067,0.01251669555704171,0.0008247808147771085,0.0020158164413356027,0.0011910356265584946,0.0004407287165419517,0.006420444584014964,0.0002954196161776302,0.006394281021814203,0.014584514055174806,0.008190233033360602,0.0003949650076243511
HAC,longer_length,30,60,Aggregate Shock,B_SIV_targeted,1.4,1000,0.228,0.016801734978813893,0.0016903994877066413,0.003783698220473971,0.0020932987327673294,0.0004982290186758028,0.004393913212210568,0.0003395377031273189,0.009297966585664398,0.015379780689631134,0.006081814103966736,0.0004452701379976797
HAC,longer_length,30,60,Aggregate Shock,B_SIV_targeted,2.0,1000,0.409,0.018440690308637014,0.002339613492403796,0.004970451626081627,0.0026308381336778313,0.0005607214846577881,0.0021868770546948353,0.00037098105209172415,0.012007722544261985,0.0161211247117598,0.004113402167497816,0.00048506803831794887
HAC,longer_length,30,60,Aggregate Shock,C_random_geometry,0.0,1000,0.014,0.010483983685313229,0.00017556681007995523,0.0005903895389181333,0.00041482272883817804,0.00042985251666473925,0.006948957409688337,0.00028263847225592175,0.005502001326288576,0.014385384718624905,0.008883383392336328,0.00037510032782128873
HAC,longer_length,30,60,Aggregate Shock,C_random_geometry,0.6,1000,0.061,0.012305707229998221,0.003314644892366591,0.0005945699332266321,-0.0027200749591399587,0.0004315805228799386,0.006148613022942097,0.0002917256254890359,0.0064445374682962865,0.01442046623390323,0.007975928765606943,0.0003801270186061789
HAC,longer_length,30,60,Aggregate Shock,C_random_geometry,1.4,1000,0.265,0.01621844746077867,0.007500082335415449,0.0006046156470369595,-0.00689546668837849,0.000436846071594929,0.003483949501905314,0.00031552467268639847,0.0094404654835992,0.014490898435154737,0.005050432951555538,0.00039308457163049455
HAC,longer_length,30,60,Aggregate Shock,C_random_geometry,2.0,1000,0.475,0.017311114195067704,0.01063916041770212,0.0006159280380433148,-0.010023232379658803,0.0004422966389279562,0.0007173393266915511,0.00033035017074808823,0.012216702992680338,0.014538789341371294,0.0023220863486909556,0.0004014658635292579
HAC,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,0.0,1000,0.01,0.010583572743266427,0.001998121595061845,0.00122464825882681,-0.0007734733362350348,0.0008792248550103327,0.003211658866610185,0.0005743599661827676,0.01791922337839224,0.022686522182612672,0.004767298804220433,0.000729275133962882
HAC,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,0.6,1000,0.084,0.013458273482327705,0.012657839173570643,0.0012793005458143602,-0.011378538627756282,0.0008794534962142934,0.00015868090131205558,0.0006086304741838171,0.021671490364485617,0.02282746137244624,0.001155971007960624,0.0007640453938582994
HAC,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,1.4,1000,0.31,0.017268416204105057,0.02687079594491575,0.0013528720204527825,-0.025517923924462966,0.00089173670275416,-0.010149201634871612,0.0006829409237951112,0.032292659013126376,0.02302436794688268,-0.009268291066243696,0.0008023528024072861
HAC,longer_length,30,60,GFE + Agg. Shock,A_TSLS_targeted,2.0,1000,0.522,0.017372904702951022,0.03753051352342455,0.0014085129204731708,-0.03612200060295137,0.0009096271184880711,-0.019935914056339384,0.0007256257320356752,0.04188083565647736,0.023178741523981514,-0.018702094132495843,0.0008266896113863475
HAC,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,0.0,1000,0.01,0.010583572743266427,0.001998121595061845,0.00122464825882681,-0.0007734733362350348,0.0008792248550103327,0.003211658866610185,0.0005743599661827676,0.01791922337839224,0.022686522182612672,0.004767298804220433,0.000729275133962882
HAC,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,0.6,1000,0.017,0.012762204898600941,0.0028994110726131474,0.00990527988739275,0.007005868814779605,0.0009299292873298564,0.0036397689926813853,0.0006150960041861152,0.020242258572855658,0.02509775775272607,0.004855499179870413,0.0007529991111773189
HAC,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,1.4,1000,0.089,0.017302554099854112,0.004101130376014901,0.017864159199066254,0.013763028823051353,0.0011482254304895506,0.001104552638835362,0.0007489545224833596,0.02815774347280614,0.030204257309339427,0.002046513836533287,0.0008439840855388903
HAC,longer_length,30,60,GFE + Agg. Shock,B_SIV_targeted,2.0,1000,0.166,0.020071044986418787,0.005002419853566199,0.02109820406191107,0.016095784208344868,0.0013752720119481114,-0.0033615087303347424,0.0008603849283703856,0.03576132379903937,0.03317018870059165,-0.0025911350984477166,0.0009347203780203816
HAC,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,0.0,1000,0.01,0.010583572743266427,0.001998121595061845,0.00122464825882681,-0.0007734733362350348,0.0008792248550103327,0.003211658866610185,0.0005743599661827676,0.01791922337839224,0.022686522182612672,0.004767298804220433,0.000729275133962882
HAC,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,0.6,1000,0.084,0.013532447196539402,0.012631742690244916,0.0012834882128023534,-0.011348254477442563,0.0008830811087131289,0.00026382478826426925,0.000608650457239833,0.021654696242094568,0.022916913402427238,0.0012622171603326703,0.0007644509537197853
HAC,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,1.4,1000,0.305,0.01732845276633997,0.026809904150489033,0.001362191281372807,-0.025447712869116224,0.0009026494520525485,-0.009862784760190308,0.0006863243135542444,0.032261732222922404,0.023312570733572662,-0.008949161489349742,0.0008077966656824166
HAC,longer_length,30,60,GFE + Agg. Shock,C_random_geometry,2.0,1000,0.515,0.017495173079483412,0.03744352524567209,0.0013854589597499572,-0.03605806628592214,0.0009259912295559954,-0.01957543389976923,0.0007324700901128173,0.04184294812988361,0.023609234329228554,-0.018233713800655055,0.0008432831564529611
