anchor_mode,target_role,tau_true,config,T0,T1,branch,estimator,method,n,coverage,coverage_mcse,mean_bias,absolute_bias,mean_abs_error,rmse,mean_se,sd_error,mean_weight_corr,mean_weight_max_abs
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,Aggregate Shock,SIV,ARIMA-Z,1000,0.776,0.013184233007649704,0.012428291187463303,0.012428291187463303,0.04212256971975106,0.06622186138331508,0.03444363142178115,0.06507770440666649,0.7433218813109314,0.11533076623697673
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,Aggregate Shock,SIV,HAC,1000,0.655,0.015032464867745409,0.012428291187463303,0.012428291187463303,0.04212256971975106,0.06622186138331508,0.027527512860677887,0.06507770440666649,0.7433218813109314,0.11533076623697673
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,Aggregate Shock,TSLS,AR,1000,0.467,0.015776913513105152,,,,,,,0.7433218813109314,0.078057864834046
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,Aggregate Shock,TSLS,ARIMA-Z,1000,0.53,0.015782902141241326,0.3565993450724941,0.3565993450724941,0.7393873792072094,2.703191765947988,3.3483947842600976,2.680908409566308,0.7433218813109314,0.078057864834046
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,Aggregate Shock,TSLS,HAC,1000,0.416,0.01558666096378567,0.3565993450724941,0.3565993450724941,0.7393873792072094,2.703191765947988,2.3723548637125242,2.680908409566308,0.7433218813109314,0.078057864834046
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,Basic,SIV,AR,1000,0.84,0.011593101396951551,,,,,,,0.934528132971296,0.12442858978019095
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,Basic,SIV,ARIMA-Z,1000,0.902,0.009401914698613255,0.0010161214697011248,0.0010161214697011248,0.018203792578266088,0.026032084321514378,0.020860600571583347,0.026025261295648,0.934528132971296,0.12442858978019095
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,Basic,SIV,HAC,1000,0.835,0.011737759581794136,0.0010161214697011248,0.0010161214697011248,0.018203792578266088,0.026032084321514378,0.017665704016727964,0.026025261295648,0.934528132971296,0.12442858978019095
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,Basic,TSLS,AR,1000,0.834,0.011766222843376714,,,,,,,0.934528132971296,0.12417452807954846
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,Basic,TSLS,ARIMA-Z,1000,0.9,0.009486832980505136,0.00111621251301088,0.00111621251301088,0.017069212562017367,0.02361862971046641,0.019240458924124123,0.023604043931408032,0.934528132971296,0.12417452807954846
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,Basic,TSLS,HAC,1000,0.824,0.012042591083317579,0.00111621251301088,0.00111621251301088,0.017069212562017367,0.02361862971046641,0.01661694248207276,0.023604043931408032,0.934528132971296,0.12417452807954846
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE,SIV,AR,1000,0.812,0.01235540367612487,,,,,,,0.9336887671454831,0.12737611863700385
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE,SIV,ARIMA-Z,1000,0.884,0.010126401137620413,-1.3798899958855193e-05,1.3798899958855193e-05,0.04961722585594592,0.09046302931982983,0.0562639269131067,0.0905082937334767,0.9336887671454831,0.12737611863700385
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE,SIV,HAC,1000,0.785,0.012991343271578961,-1.3798899958855193e-05,1.3798899958855193e-05,0.04961722585594592,0.09046302931982983,0.043146547412408885,0.0905082937334767,0.9336887671454831,0.12737611863700385
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE,TSLS,AR,1000,0.811,0.012380589646701,,,,,,,0.9336887671454831,0.12383635155781915
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE,TSLS,ARIMA-Z,1000,0.849,0.01132249972400088,0.019795946262067404,0.019795946262067404,0.37299804249980195,0.5664456330069626,0.3748405361545797,0.5663828786514272,0.9336887671454831,0.12383635155781915
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE,TSLS,HAC,1000,0.802,0.012601428490452976,0.019795946262067404,0.019795946262067404,0.37299804249980195,0.5664456330069626,0.30792893573827834,0.5663828786514272,0.9336887671454831,0.12383635155781915
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE + Agg. Shock,SIV,AR,1000,0.714,0.014289996501049257,,,,,,,0.7462682455918314,0.11734871955232737
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE + Agg. Shock,SIV,ARIMA-Z,1000,0.809,0.012430567163247216,0.06050659053151993,0.06050659053151993,0.14495799939258439,0.24664420799223422,0.12830904913038294,0.23922697879995314,0.7462682455918314,0.11734871955232737
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE + Agg. Shock,SIV,HAC,1000,0.681,0.01473902981881779,0.06050659053151993,0.06050659053151993,0.14495799939258439,0.24664420799223422,0.09735477974028137,0.23922697879995314,0.7462682455918314,0.11734871955232737
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE + Agg. Shock,TSLS,AR,1000,0.564,0.015681326474504636,,,,,,,0.7462682455918314,0.0779577528344372
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE + Agg. Shock,TSLS,ARIMA-Z,1000,0.636,0.015215255502291114,0.8799979008763762,0.8799979008763762,1.1606372757071204,9.585562683232638,162.87398042994877,9.54985944734787,0.7462682455918314,0.0779577528344372
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE + Agg. Shock,TSLS,HAC,1000,0.495,0.01581059771166163,0.8799979008763762,0.8799979008763762,1.1606372757071204,9.585562683232638,69.08744722039333,9.54985944734787,0.7462682455918314,0.0779577528344372
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Aggregate Shock,SIV,AR,1000,0.676,0.014799459449588015,,,,,,,0.7438564750127872,0.11533040090362115
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Aggregate Shock,SIV,ARIMA-Z,1000,0.777,0.013163244280951409,0.012533988645059013,0.012533988645059013,0.042121799410554994,0.06620932444683886,0.03443657512495849,0.06504463526632488,0.7438564750127872,0.11533040090362115
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Aggregate Shock,SIV,HAC,1000,0.655,0.015032464867745409,0.012533988645059013,0.012533988645059013,0.042121799410554994,0.06620932444683886,0.027518036082347295,0.06504463526632488,0.7438564750127872,0.11533040090362115
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Aggregate Shock,TSLS,AR,1000,0.467,0.015776913513105152,,,,,,,0.7438564750127872,0.078057864834046
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Aggregate Shock,TSLS,ARIMA-Z,1000,0.53,0.015782902141241326,0.356599345072494,0.356599345072494,0.7393873792072095,2.7031917659479894,3.3483947842601,2.68090840956631,0.7438564750127872,0.078057864834046
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Aggregate Shock,TSLS,HAC,1000,0.416,0.01558666096378567,0.356599345072494,0.356599345072494,0.7393873792072095,2.7031917659479894,2.372354863712526,2.68090840956631,0.7438564750127872,0.078057864834046
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Basic,SIV,AR,1000,0.84,0.011593101396951551,,,,,,,0.9345494574184038,0.12442854542381308
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Basic,SIV,ARIMA-Z,1000,0.902,0.009401914698613255,0.0010160917074954212,0.0010160917074954212,0.01820344494970302,0.02603163044082763,0.020860119404670273,0.02602480800469937,0.9345494574184038,0.12442854542381308
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Basic,SIV,HAC,1000,0.835,0.011737759581794136,0.0010160917074954212,0.0010160917074954212,0.01820344494970302,0.02603163044082763,0.0176653606373132,0.02602480800469937,0.9345494574184038,0.12442854542381308
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Basic,TSLS,AR,1000,0.834,0.011766222843376714,,,,,,,0.9345494574184038,0.12417452807954846
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Basic,TSLS,ARIMA-Z,1000,0.9,0.009486832980505136,0.0011162125130108884,0.0011162125130108884,0.017069212562017367,0.023618629710466403,0.019240458924124126,0.023604043931408025,0.9345494574184038,0.12417452807954846
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Basic,TSLS,HAC,1000,0.824,0.012042591083317579,0.0011162125130108884,0.0011162125130108884,0.017069212562017367,0.023618629710466403,0.01661694248207263,0.023604043931408025,0.9345494574184038,0.12417452807954846
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,GFE,SIV,AR,1000,0.818,0.01220147532063234,,,,,,,0.9348765236158719,0.12696643157769458
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,GFE,SIV,ARIMA-Z,1000,0.894,0.009734680272099335,-0.00047303457331686636,0.00047303457331686636,0.05071157225480458,0.09080366833032605,0.059412773185592266,0.09084787150116726,0.9348765236158719,0.12696643157769458
