anchor_mode,target_role,tau_true,config,T0,T1,branch,method,n_pairs,coverage_tsls,coverage_robust,delta_coverage_robust_minus_tsls,mcse_delta_coverage,bias_tsls,bias_robust,delta_signed_bias_robust_minus_tsls,mcse_delta_signed_bias,absolute_bias_tsls,absolute_bias_robust,delta_absolute_bias_robust_minus_tsls,delta_mean_abs_error_robust_minus_tsls,mcse_delta_mean_abs_error,rmse_tsls,rmse_robust,delta_rmse_robust_minus_tsls,mcse_delta_rmse
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE,AR,1000,0.811,0.812,0.001,0.015271942647621235,,,,,,,,,,,,,
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE,ARIMA-Z,1000,0.849,0.884,0.035,0.013709958532503404,0.019795946262067404,-1.3798899958855193e-05,-0.019809745162026268,0.01767189468454405,0.019795946262067404,1.3798899958855193e-05,-0.019782147362108548,-0.32338081664385604,0.013264022877004001,0.5664456330069626,0.09046302931982983,-0.47598260368713274,0.06758480060133751
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE,HAC,1000,0.802,0.785,-0.017,0.015651068843882707,0.019795946262067404,-1.3798899958855193e-05,-0.019809745162026268,0.01767189468454405,0.019795946262067404,1.3798899958855193e-05,-0.019782147362108548,-0.32338081664385604,0.013264022877004001,0.5664456330069626,0.09046302931982983,-0.47598260368713274,0.06758480060133751
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE + Agg. Shock,AR,1000,0.564,0.714,0.15,0.018488965407557068,,,,,,,,,,,,,
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE + Agg. Shock,ARIMA-Z,1000,0.636,0.809,0.173,0.01695164765910259,0.8799979008763762,0.06050659053151993,-0.8194913103448564,0.3018842885633508,0.8799979008763762,0.06050659053151993,-0.8194913103448562,-1.0156792763145361,0.3010460561841561,9.585562683232638,0.24664420799223422,-9.338918475240403,3.521166357067092
reanchored_template,restricted_midpoint,-1.874745929714662,finite_length,5,10,GFE + Agg. Shock,HAC,1000,0.495,0.681,0.186,0.01854043547891332,0.8799979008763762,0.06050659053151993,-0.8194913103448564,0.3018842885633508,0.8799979008763762,0.06050659053151993,-0.8194913103448562,-1.0156792763145361,0.3010460561841561,9.585562683232638,0.24664420799223422,-9.338918475240403,3.521166357067092
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Aggregate Shock,AR,1000,0.467,0.676,0.209,0.0174821230010724,,,,,,,,,,,,,
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Aggregate Shock,ARIMA-Z,1000,0.53,0.777,0.247,0.016978789099322697,0.356599345072494,0.012533988645059013,-0.34406535642743497,0.08471900032882795,0.356599345072494,0.012533988645059013,-0.344065356427435,-0.6972655797966545,0.08219662206807511,2.7031917659479894,0.06620932444683886,-2.6369824415011505,1.09884855679481
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Aggregate Shock,HAC,1000,0.416,0.655,0.239,0.01772549556974905,0.356599345072494,0.012533988645059013,-0.34406535642743497,0.08471900032882795,0.356599345072494,0.012533988645059013,-0.344065356427435,-0.6972655797966545,0.08219662206807511,2.7031917659479894,0.06620932444683886,-2.6369824415011505,1.09884855679481
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Basic,AR,1000,0.834,0.84,0.006,0.009594584725565566,,,,,,,,,,,,,
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Basic,ARIMA-Z,1000,0.9,0.902,0.002,0.007749584250529576,0.0011162125130108884,0.0010160917074954212,-0.0001001208055154672,0.00027149433255350573,0.0011162125130108884,0.0010160917074954212,-0.00010012080551546725,0.0011342323876856496,0.00025652070599130474,0.023618629710466403,0.02603163044082763,0.0024130007303612283,0.0012136313645826906
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,Basic,HAC,1000,0.824,0.835,0.011,0.009745459146390897,0.0011162125130108884,0.0010160917074954212,-0.0001001208055154672,0.00027149433255350573,0.0011162125130108884,0.0010160917074954212,-0.00010012080551546725,0.0011342323876856496,0.00025652070599130474,0.023618629710466403,0.02603163044082763,0.0024130007303612283,0.0012136313645826906
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,GFE,AR,1000,0.811,0.818,0.007,0.015400915173722248,,,,,,,,,,,,,
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,GFE,ARIMA-Z,1000,0.863,0.894,0.031,0.013646436356251592,0.016560320191812968,-0.00047303457331686636,-0.01703335476512984,0.016810324005093153,0.016560320191812968,0.00047303457331686636,-0.0160872856184961,-0.2975396926186589,0.012855119108561906,0.5398473647097758,0.09080366833032605,-0.44904369637944974,0.06806864203529048
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,GFE,HAC,1000,0.802,0.786,-0.016,0.01574776149146259,0.016560320191812968,-0.00047303457331686636,-0.01703335476512984,0.016810324005093153,0.016560320191812968,0.00047303457331686636,-0.0160872856184961,-0.2975396926186589,0.012855119108561906,0.5398473647097758,0.09080366833032605,-0.44904369637944974,0.06806864203529048
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,GFE + Agg. Shock,AR,1000,0.568,0.73,0.162,0.018332814625476694,,,,,,,,,,,,,
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,GFE + Agg. Shock,ARIMA-Z,1000,0.627,0.825,0.198,0.016765353473072883,0.9339979392010878,0.05778866837957807,-0.8762092708215099,0.34693886916692973,0.9339979392010878,0.05778866837957807,-0.8762092708215097,-1.0546104831857823,0.34624954791800133,11.009521119158196,0.23966529699933117,-10.769855822158865,4.33084602462223
reanchored_template,restricted_robust,-2.613394158922053,finite_length,5,10,GFE + Agg. Shock,HAC,1000,0.503,0.697,0.194,0.01829477244183974,0.9339979392010878,0.05778866837957807,-0.8762092708215099,0.34693886916692973,0.9339979392010878,0.05778866837957807,-0.8762092708215097,-1.0546104831857823,0.34624954791800133,11.009521119158196,0.23966529699933117,-10.769855822158865,4.33084602462223
reanchored_template,restricted_tsls,-1.136097700507271,finite_length,5,10,Aggregate Shock,AR,1000,0.467,0.676,0.209,0.017424770375032858,,,,,,,,,,,,,
reanchored_template,restricted_tsls,-1.136097700507271,finite_length,5,10,Aggregate Shock,ARIMA-Z,1000,0.53,0.777,0.247,0.016919730413847534,0.3565993450724941,0.012372824437522335,-0.3442265206349717,0.08471970696132758,0.3565993450724941,0.012372824437522335,-0.3442265206349717,-0.6972640339563184,0.08219661820813674,2.703191765947987,0.06622896902317187,-2.6369627969248155,1.0988485625192446
