sample,n_units,h_z_corr,theta_y_scale_multiplier,config,T0,T1,branch,estimator,n,mean_bias_component_total,mean_abs_bias_component_total,rmse_bias_component_total,mean_bias_component_gfe,mean_abs_bias_component_gfe,rmse_bias_component_gfe,mean_bias_component_shock,mean_abs_bias_component_shock,rmse_bias_component_shock,mean_bias_component_eps,mean_abs_bias_component_eps,rmse_bias_component_eps
restricted,49,0.25,3.0,finite_length,5,10,Basic,SIV,1000,0.0010161214716780723,0.01820379258067261,0.026032084351492485,0.0,0.0,0.0,0.0,0.0,0.0,0.0010161214716780723,0.01820379258067261,0.026032084351492485
restricted,49,0.25,3.0,finite_length,5,10,Basic,TSLS,1000,0.0011162125130108988,0.01706921256201737,0.02361862971046641,0.0,0.0,0.0,0.0,0.0,0.0,0.0011162125130108986,0.017069212562017367,0.02361862971046641
restricted,49,0.25,3.0,finite_length,5,10,GFE,SIV,1000,-1.3798899868923714e-05,0.04961722585604871,0.09046302932158308,-0.0010245383554355464,0.044779611882732155,0.08055337138651004,0.0,0.0,0.0,0.0010107394555666244,0.018459153322686227,0.027023358334355957
restricted,49,0.25,3.0,finite_length,5,10,GFE,TSLS,1000,0.019795946262067324,0.3729980424998015,0.566445633006962,0.018607778105260566,0.3727068921197002,0.564489708447905,0.0,0.0,0.0,0.001188168156806767,0.01726686004941589,0.024414140259799835
restricted,49,0.25,3.0,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.02196305123211075,0.131271130318586,0.2369838684663002,-0.007624113609892552,0.09281893919978555,0.1641445593532837,0.028304876881614458,0.07807652316681014,0.17317773829331357,0.001282287960388837,0.01993015029282775,0.029686166926498638
restricted,49,0.25,3.0,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,0.13005264407194475,2.1753368657956957,26.41432907145051,0.20166297420612733,0.9369497190549826,8.498410321032262,0.0036658634782168347,1.7707709775331903,22.84669343057107,-0.07527619361239933,0.10797009847512345,1.9555379383034939
restricted,49,0.25,4.5,finite_length,5,10,Aggregate Shock,SIV,1000,0.0036154802585560662,0.03489088269512355,0.05501154655888795,0.0,0.0,0.0,0.0022397406072108494,0.02502911281543802,0.04753821353100945,0.0013757396513452095,0.019834558808452956,0.02938177007091029
restricted,49,0.25,4.5,finite_length,5,10,Aggregate Shock,TSLS,1000,0.38023082323796664,1.2181993923409336,5.448215524932564,0.0,0.0,0.0,0.3842887289066628,1.2052195205655736,5.22041938594751,-0.004057905668696069,0.04043946258522088,0.29613047631866923
restricted,49,0.25,4.5,finite_length,5,10,Basic,SIV,1000,0.0010161214716780723,0.01820379258067261,0.026032084351492485,0.0,0.0,0.0,0.0,0.0,0.0,0.0010161214716780723,0.01820379258067261,0.026032084351492485
restricted,49,0.25,4.5,finite_length,5,10,Basic,TSLS,1000,0.0011162125130108988,0.01706921256201737,0.02361862971046641,0.0,0.0,0.0,0.0,0.0,0.0,0.0011162125130108986,0.017069212562017367,0.02361862971046641
restricted,49,0.25,4.5,finite_length,5,10,GFE,SIV,1000,-1.3798899868923714e-05,0.04961722585604871,0.09046302932158308,-0.0010245383554355464,0.044779611882732155,0.08055337138651004,0.0,0.0,0.0,0.0010107394555666244,0.018459153322686227,0.027023358334355957
restricted,49,0.25,4.5,finite_length,5,10,GFE,TSLS,1000,0.019795946262067324,0.3729980424998015,0.566445633006962,0.018607778105260566,0.3727068921197002,0.564489708447905,0.0,0.0,0.0,0.001188168156806767,0.01726686004941589,0.024414140259799835
restricted,49,0.25,4.5,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.017040425176809114,0.13468131851703255,0.287122991282202,-0.009165824394572229,0.09482882702443547,0.18287821437029705,0.024889073045756653,0.08005900500509071,0.19875430871599853,0.0013171765256246907,0.020006787698727834,0.029999025805150747
restricted,49,0.25,4.5,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,0.13188557581105279,2.9958892475659455,37.48933078191441,0.20166297420612733,0.9369497190549826,8.498410321032262,0.0054987952173258916,2.656156466299785,34.27004014585659,-0.07527619361239933,0.10797009847512345,1.9555379383034939
restricted,49,0.5,1.5,finite_length,5,10,Aggregate Shock,SIV,1000,0.019975427685391716,0.04449607793260808,0.06793028959206356,0.0,0.0,0.0,0.018576057623653556,0.03683345487441305,0.06585228039837167,0.0013993700617381637,0.0193952476621218,0.031810246861695736
restricted,49,0.5,1.5,finite_length,5,10,Aggregate Shock,TSLS,1000,0.17503919471459045,0.3736740250418995,1.4171943223294954,0.0,0.0,0.0,0.1815601503579029,0.36608049361795597,1.287273653113005,-0.006520955643312487,0.02583188053895908,0.15420987969196562
restricted,49,0.5,1.5,finite_length,5,10,Basic,SIV,1000,0.0010161214716780723,0.01820379258067261,0.026032084351492485,0.0,0.0,0.0,0.0,0.0,0.0,0.0010161214716780723,0.01820379258067261,0.026032084351492485
