sample,n_units,h_z_corr,theta_y_scale_multiplier,method,config,T0,T1,branch,estimator,n,coverage,mean_bias,mean_abs_error,rmse,mean_se,sd_bias,mean_weight_corr,mean_shock,mean_iv_moment_bias_ratio,critical
restricted,49,0.5,3.0,HAC,finite_length,5,10,Aggregate Shock,TSLS,1000,0.416,0.35659934507249397,0.7393873792072093,2.703191765947988,2.3723548637125242,2.680908409566308,0.7433218813109314,0.3631203007158066,0.3565993450724942,1.9599639845400536
restricted,49,0.5,3.0,HAC,finite_length,5,10,Basic,SIV,1000,0.835,0.0010161214696911517,0.01820379257826221,0.026032084321418243,0.017665704016748593,0.026025261295552136,0.934528132971296,0.0,0.0010161214696911528,1.9599639845400536
restricted,49,0.5,3.0,HAC,finite_length,5,10,Basic,TSLS,1000,0.824,0.0011162125130108897,0.017069212562017367,0.023618629710466407,0.01661694248207269,0.02360404393140803,0.934528132971296,0.0,0.0011162125130108965,1.9599639845400536
restricted,49,0.5,3.0,HAC,finite_length,5,10,GFE,SIV,1000,0.785,-1.3798899967071065e-05,0.04961722585595104,0.09046302931984146,0.043146547412414395,0.09050829373348833,0.9336887671454831,0.0,-1.3798899967082056e-05,1.9599639845400536
restricted,49,0.5,3.0,HAC,finite_length,5,10,GFE,TSLS,1000,0.802,0.01979594626206733,0.3729980424998014,0.5664456330069618,0.30792893573827806,0.5663828786514266,0.9336887671454831,0.0,0.01979594626206734,1.9599639845400536
restricted,49,0.5,3.0,HAC,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.681,0.06050659053151469,0.1449579993925742,0.24664420799222445,0.09735477974027149,0.23922697879994437,0.7462682455918314,0.0666872091927478,0.060506590531514706,1.9599639845400536
restricted,49,0.5,3.0,HAC,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,0.495,0.8799979008763771,1.1606372757071208,9.585562683232657,69.08744722039353,9.54985944734789,0.7462682455918314,1.2322179904746426,0.8799979008763775,1.9599639845400536
restricted,49,0.5,4.5,AR,finite_length,5,10,Aggregate Shock,SIV,1000,0.68,nan,nan,nan,nan,nan,0.7441892480414571,0.007988392463812829,0.009339011004047723,2.306004135204166
restricted,49,0.5,4.5,AR,finite_length,5,10,Aggregate Shock,TSLS,1000,0.467,nan,nan,nan,nan,nan,0.7441892480414571,0.54468045107371,0.5381594954303975,2.306004135204166
restricted,49,0.5,4.5,AR,finite_length,5,10,Basic,SIV,1000,0.84,nan,nan,nan,nan,nan,0.934528132971296,0.0,0.0010161214696911528,2.306004135204166
restricted,49,0.5,4.5,AR,finite_length,5,10,Basic,TSLS,1000,0.834,nan,nan,nan,nan,nan,0.934528132971296,0.0,0.0011162125130108965,2.306004135204166
restricted,49,0.5,4.5,AR,finite_length,5,10,GFE,SIV,1000,0.812,nan,nan,nan,nan,nan,0.9336887671454831,0.0,-1.3798899967082056e-05,2.306004135204166
restricted,49,0.5,4.5,AR,finite_length,5,10,GFE,TSLS,1000,0.811,nan,nan,nan,nan,nan,0.9336887671454831,0.0,0.01979594626206734,2.306004135204166
restricted,49,0.5,4.5,AR,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.73,nan,nan,nan,nan,nan,0.7448394745304135,0.05858545156872867,0.051290411125454405,2.306004135204166
restricted,49,0.5,4.5,AR,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,0.536,nan,nan,nan,nan,nan,0.7448394745304135,1.848326985711964,1.4961068961137025,2.306004135204166
restricted,49,0.5,4.5,ARIMA-Z,finite_length,5,10,Aggregate Shock,SIV,1000,0.78,0.00933901100404772,0.04126622135179311,0.06589008851994065,0.03411659322179295,0.06525752970972548,0.7441892480414571,0.007988392463812829,0.009339011004047723,2.306004135204166
restricted,49,0.5,4.5,ARIMA-Z,finite_length,5,10,Aggregate Shock,TSLS,1000,0.53,0.5381594954303973,1.1053738880161985,3.990012357842119,4.937150753129447,3.9555314690207357,0.7441892480414571,0.54468045107371,0.5381594954303975,2.306004135204166
restricted,49,0.5,4.5,ARIMA-Z,finite_length,5,10,Basic,SIV,1000,0.902,0.0010161214696911517,0.01820379257826221,0.026032084321418243,0.020860600571561094,0.026025261295552136,0.934528132971296,0.0,0.0010161214696911528,2.306004135204166
restricted,49,0.5,4.5,ARIMA-Z,finite_length,5,10,Basic,TSLS,1000,0.9,0.0011162125130108897,0.017069212562017367,0.023618629710466407,0.019240458924124126,0.02360404393140803,0.934528132971296,0.0,0.0011162125130108965,2.306004135204166
restricted,49,0.5,4.5,ARIMA-Z,finite_length,5,10,GFE,SIV,1000,0.884,-1.3798899967071065e-05,0.04961722585595104,0.09046302931984146,0.056263926913116394,0.09050829373348833,0.9336887671454831,0.0,-1.3798899967082056e-05,2.306004135204166
restricted,49,0.5,4.5,ARIMA-Z,finite_length,5,10,GFE,TSLS,1000,0.849,0.01979594626206733,0.3729980424998014,0.5664456330069618,0.37484053615457924,0.5663828786514266,0.9336887671454831,0.0,0.01979594626206734,2.306004135204166
restricted,49,0.5,4.5,ARIMA-Z,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.817,0.051290411125454405,0.1464662058485807,0.27809855768448727,0.12889031476055607,0.2734645944124598,0.7448394745304135,0.05858545156872867,0.051290411125454405,2.306004135204166
restricted,49,0.5,4.5,ARIMA-Z,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,0.586,1.4961068961137014,1.7974875745202,19.024567031538975,359.6679900318224,18.975138227788605,0.7448394745304135,1.848326985711964,1.4961068961137025,2.306004135204166
restricted,49,0.5,4.5,HAC,finite_length,5,10,Aggregate Shock,SIV,1000,0.654,0.00933901100404772,0.04126622135179311,0.06589008851994065,0.027210056043982717,0.06525752970972548,0.7441892480414571,0.007988392463812829,0.009339011004047723,1.9599639845400536
restricted,49,0.5,4.5,HAC,finite_length,5,10,Aggregate Shock,TSLS,1000,0.413,0.5381594954303973,1.1053738880161985,3.990012357842119,3.5031104022128057,3.9555314690207357,0.7441892480414571,0.54468045107371,0.5381594954303975,1.9599639845400536
restricted,49,0.5,4.5,HAC,finite_length,5,10,Basic,SIV,1000,0.835,0.0010161214696911517,0.01820379257826221,0.026032084321418243,0.017665704016748593,0.026025261295552136,0.934528132971296,0.0,0.0010161214696911528,1.9599639845400536
restricted,49,0.5,4.5,HAC,finite_length,5,10,Basic,TSLS,1000,0.824,0.0011162125130108897,0.017069212562017367,0.023618629710466407,0.01661694248207269,0.02360404393140803,0.934528132971296,0.0,0.0011162125130108965,1.9599639845400536
restricted,49,0.5,4.5,HAC,finite_length,5,10,GFE,SIV,1000,0.785,-1.3798899967071065e-05,0.04961722585595104,0.09046302931984146,0.043146547412414395,0.09050829373348833,0.9336887671454831,0.0,-1.3798899967082056e-05,1.9599639845400536
restricted,49,0.5,4.5,HAC,finite_length,5,10,GFE,TSLS,1000,0.802,0.01979594626206733,0.3729980424998014,0.5664456330069618,0.30792893573827806,0.5663828786514266,0.9336887671454831,0.0,0.01979594626206734,1.9599639845400536
restricted,49,0.5,4.5,HAC,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.684,0.051290411125454405,0.1464662058485807,0.27809855768448727,0.09885204451733948,0.2734645944124598,0.7448394745304135,0.05858545156872867,0.051290411125454405,1.9599639845400536
restricted,49,0.5,4.5,HAC,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,0.467,1.4961068961137014,1.7974875745202,19.024567031538975,150.2834651483004,18.975138227788605,0.7448394745304135,1.848326985711964,1.4961068961137025,1.9599639845400536
restricted,49,0.75,1.5,AR,finite_length,5,10,Aggregate Shock,SIV,1000,0.457,nan,nan,nan,nan,nan,0.7242566178280344,0.046518754216889883,0.04630956547773295,2.306004135204166
restricted,49,0.75,1.5,AR,finite_length,5,10,Aggregate Shock,TSLS,1000,0.155,nan,nan,nan,nan,nan,0.7242566178280344,0.3720411982818365,0.3717610780553519,2.306004135204166
restricted,49,0.75,1.5,AR,finite_length,5,10,Basic,SIV,1000,0.84,nan,nan,nan,nan,nan,0.934528132971296,0.0,0.0010161214696911528,2.306004135204166
restricted,49,0.75,1.5,AR,finite_length,5,10,Basic,TSLS,1000,0.834,nan,nan,nan,nan,nan,0.934528132971296,0.0,0.0011162125130108965,2.306004135204166
restricted,49,0.75,1.5,AR,finite_length,5,10,GFE,SIV,1000,0.812,nan,nan,nan,nan,nan,0.9336887671454831,0.0,-1.3798899967082056e-05,2.306004135204166
restricted,49,0.75,1.5,AR,finite_length,5,10,GFE,TSLS,1000,0.811,nan,nan,nan,nan,nan,0.9336887671454831,0.0,0.01979594626206734,2.306004135204166
restricted,49,0.75,1.5,AR,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.524,nan,nan,nan,nan,nan,0.7333429127789018,0.13987574580156986,0.13539258435557916,2.306004135204166
restricted,49,0.75,1.5,AR,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,0.501,nan,nan,nan,nan,nan,0.7333429127789018,0.3670888602336006,0.3468241662027019,2.306004135204166
restricted,49,0.75,1.5,ARIMA-Z,finite_length,5,10,Aggregate Shock,SIV,1000,0.573,0.04630956547773295,0.06748853633078941,0.12370835257755568,0.03749256137806989,0.11477087172149605,0.7242566178280344,0.046518754216889883,0.04630956547773295,2.306004135204166
restricted,49,0.75,1.5,ARIMA-Z,finite_length,5,10,Aggregate Shock,TSLS,1000,0.183,0.37176107805535186,0.3816126410491355,0.5501467093122496,0.19086782076517816,0.4057335607668559,0.7242566178280344,0.3720411982818365,0.3717610780553519,2.306004135204166
restricted,49,0.75,1.5,ARIMA-Z,finite_length,5,10,Basic,SIV,1000,0.902,0.0010161214696911517,0.01820379257826221,0.026032084321418243,0.020860600571561094,0.026025261295552136,0.934528132971296,0.0,0.0010161214696911528,2.306004135204166
restricted,49,0.75,1.5,ARIMA-Z,finite_length,5,10,Basic,TSLS,1000,0.9,0.0011162125130108897,0.017069212562017367,0.023618629710466407,0.019240458924124126,0.02360404393140803,0.934528132971296,0.0,0.0011162125130108965,2.306004135204166
restricted,49,0.75,1.5,ARIMA-Z,finite_length,5,10,GFE,SIV,1000,0.884,-1.3798899967071065e-05,0.04961722585595104,0.09046302931984146,0.056263926913116394,0.09050829373348833,0.9336887671454831,0.0,-1.3798899967082056e-05,2.306004135204166
restricted,49,0.75,1.5,ARIMA-Z,finite_length,5,10,GFE,TSLS,1000,0.849,0.01979594626206733,0.3729980424998014,0.5664456330069618,0.37484053615457924,0.5663828786514266,0.9336887671454831,0.0,0.01979594626206734,2.306004135204166
restricted,49,0.75,1.5,ARIMA-Z,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.645,0.1353925843555791,0.17941267651504583,0.2762871819041237,0.12106324393148948,0.24095957441559002,0.7333429127789018,0.13987574580156986,0.13539258435557916,2.306004135204166
restricted,49,0.75,1.5,ARIMA-Z,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,0.61,0.34682416620270184,0.47754058935221155,1.2505040332751365,0.4794536230738103,1.2020475253617937,0.7333429127789018,0.3670888602336006,0.3468241662027019,2.306004135204166
restricted,49,0.75,1.5,HAC,finite_length,5,10,Aggregate Shock,SIV,1000,0.438,0.04630956547773295,0.06748853633078941,0.12370835257755568,0.02831185526441095,0.11477087172149605,0.7242566178280344,0.046518754216889883,0.04630956547773295,1.9599639845400536
restricted,49,0.75,1.5,HAC,finite_length,5,10,Aggregate Shock,TSLS,1000,0.1,0.37176107805535186,0.3816126410491355,0.5501467093122496,0.19437381377504628,0.4057335607668559,0.7242566178280344,0.3720411982818365,0.3717610780553519,1.9599639845400536
restricted,49,0.75,1.5,HAC,finite_length,5,10,Basic,SIV,1000,0.835,0.0010161214696911517,0.01820379257826221,0.026032084321418243,0.017665704016748593,0.026025261295552136,0.934528132971296,0.0,0.0010161214696911528,1.9599639845400536
restricted,49,0.75,1.5,HAC,finite_length,5,10,Basic,TSLS,1000,0.824,0.0011162125130108897,0.017069212562017367,0.023618629710466407,0.01661694248207269,0.02360404393140803,0.934528132971296,0.0,0.0011162125130108965,1.9599639845400536
restricted,49,0.75,1.5,HAC,finite_length,5,10,GFE,SIV,1000,0.785,-1.3798899967071065e-05,0.04961722585595104,0.09046302931984146,0.043146547412414395,0.09050829373348833,0.9336887671454831,0.0,-1.3798899967082056e-05,1.9599639845400536
restricted,49,0.75,1.5,HAC,finite_length,5,10,GFE,TSLS,1000,0.802,0.01979594626206733,0.3729980424998014,0.5664456330069618,0.30792893573827806,0.5663828786514266,0.9336887671454831,0.0,0.01979594626206734,1.9599639845400536
restricted,49,0.75,1.5,HAC,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.496,0.1353925843555791,0.17941267651504583,0.2762871819041237,0.09012447820294221,0.24095957441559002,0.7333429127789018,0.13987574580156986,0.13539258435557916,1.9599639845400536
restricted,49,0.75,1.5,HAC,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,0.42,0.34682416620270184,0.47754058935221155,1.2505040332751365,0.4472113428321389,1.2020475253617937,0.7333429127789018,0.3670888602336006,0.3468241662027019,1.9599639845400536
restricted,49,0.75,3.0,AR,finite_length,5,10,Aggregate Shock,SIV,1000,0.486,nan,nan,nan,nan,nan,0.7215028256563957,0.04176081870693442,0.03913466533035556,2.306004135204166
restricted,49,0.75,3.0,AR,finite_length,5,10,Aggregate Shock,TSLS,1000,0.151,nan,nan,nan,nan,nan,0.7215028256563957,0.744082396563673,0.7438022763371883,2.306004135204166
restricted,49,0.75,3.0,AR,finite_length,5,10,Basic,SIV,1000,0.84,nan,nan,nan,nan,nan,0.934528132971296,0.0,0.0010161214696911528,2.306004135204166
restricted,49,0.75,3.0,AR,finite_length,5,10,Basic,TSLS,1000,0.834,nan,nan,nan,nan,nan,0.934528132971296,0.0,0.0011162125130108965,2.306004135204166
restricted,49,0.75,3.0,AR,finite_length,5,10,GFE,SIV,1000,0.812,nan,nan,nan,nan,nan,0.9336887671454831,0.0,-1.3798899967082056e-05,2.306004135204166
restricted,49,0.75,3.0,AR,finite_length,5,10,GFE,TSLS,1000,0.811,nan,nan,nan,nan,nan,0.9336887671454831,0.0,0.01979594626206734,2.306004135204166
restricted,49,0.75,3.0,AR,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.549,nan,nan,nan,nan,nan,0.7264073298743758,0.13528910351247603,0.13021519503995738,2.306004135204166
restricted,49,0.75,3.0,AR,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,0.298,nan,nan,nan,nan,nan,0.7264073298743758,0.7341777204672012,0.7139130264363025,2.306004135204166
restricted,49,0.75,3.0,ARIMA-Z,finite_length,5,10,Aggregate Shock,SIV,1000,0.589,0.03913466533035559,0.07127763133055091,0.3428246916613262,0.15947508149546788,0.34075410568723474,0.7215028256563957,0.04176081870693442,0.03913466533035556,2.306004135204166
restricted,49,0.75,3.0,ARIMA-Z,finite_length,5,10,Aggregate Shock,TSLS,1000,0.185,0.7438022763371883,0.7611340236939313,1.0853903098368547,0.3746377467676316,0.7908576067520104,0.7215028256563957,0.744082396563673,0.7438022763371883,2.306004135204166
restricted,49,0.75,3.0,ARIMA-Z,finite_length,5,10,Basic,SIV,1000,0.902,0.0010161214696911517,0.01820379257826221,0.026032084321418243,0.020860600571561094,0.026025261295552136,0.934528132971296,0.0,0.0010161214696911528,2.306004135204166
restricted,49,0.75,3.0,ARIMA-Z,finite_length,5,10,Basic,TSLS,1000,0.9,0.0011162125130108897,0.017069212562017367,0.023618629710466407,0.019240458924124126,0.02360404393140803,0.934528132971296,0.0,0.0011162125130108965,2.306004135204166
restricted,49,0.75,3.0,ARIMA-Z,finite_length,5,10,GFE,SIV,1000,0.884,-1.3798899967071065e-05,0.04961722585595104,0.09046302931984146,0.056263926913116394,0.09050829373348833,0.9336887671454831,0.0,-1.3798899967082056e-05,2.306004135204166
restricted,49,0.75,3.0,ARIMA-Z,finite_length,5,10,GFE,TSLS,1000,0.849,0.01979594626206733,0.3729980424998014,0.5664456330069618,0.37484053615457924,0.5663828786514266,0.9336887671454831,0.0,0.01979594626206734,2.306004135204166
restricted,49,0.75,3.0,ARIMA-Z,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.663,0.1302151950399574,0.1916239274464885,0.30996302035670054,0.11890872636865393,0.28142543816542387,0.7264073298743758,0.13528910351247603,0.13021519503995738,2.306004135204166
restricted,49,0.75,3.0,ARIMA-Z,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,0.364,0.7139130264363025,0.8117850270506719,1.431971117160364,0.5232535033672552,1.2419387597418032,0.7264073298743758,0.7341777204672012,0.7139130264363025,2.306004135204166
restricted,49,0.75,3.0,HAC,finite_length,5,10,Aggregate Shock,SIV,1000,0.461,0.03913466533035559,0.07127763133055091,0.3428246916613262,0.10441801638807244,0.34075410568723474,0.7215028256563957,0.04176081870693442,0.03913466533035556,1.9599639845400536
restricted,49,0.75,3.0,HAC,finite_length,5,10,Aggregate Shock,TSLS,1000,0.098,0.7438022763371883,0.7611340236939313,1.0853903098368547,0.3799918537657669,0.7908576067520104,0.7215028256563957,0.744082396563673,0.7438022763371883,1.9599639845400536
restricted,49,0.75,3.0,HAC,finite_length,5,10,Basic,SIV,1000,0.835,0.0010161214696911517,0.01820379257826221,0.026032084321418243,0.017665704016748593,0.026025261295552136,0.934528132971296,0.0,0.0010161214696911528,1.9599639845400536
restricted,49,0.75,3.0,HAC,finite_length,5,10,Basic,TSLS,1000,0.824,0.0011162125130108897,0.017069212562017367,0.023618629710466407,0.01661694248207269,0.02360404393140803,0.934528132971296,0.0,0.0011162125130108965,1.9599639845400536
restricted,49,0.75,3.0,HAC,finite_length,5,10,GFE,SIV,1000,0.785,-1.3798899967071065e-05,0.04961722585595104,0.09046302931984146,0.043146547412414395,0.09050829373348833,0.9336887671454831,0.0,-1.3798899967082056e-05,1.9599639845400536
restricted,49,0.75,3.0,HAC,finite_length,5,10,GFE,TSLS,1000,0.802,0.01979594626206733,0.3729980424998014,0.5664456330069618,0.30792893573827806,0.5663828786514266,0.9336887671454831,0.0,0.01979594626206734,1.9599639845400536
restricted,49,0.75,3.0,HAC,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.512,0.1302151950399574,0.1916239274464885,0.30996302035670054,0.08902828577177187,0.28142543816542387,0.7264073298743758,0.13528910351247603,0.13021519503995738,1.9599639845400536
restricted,49,0.75,3.0,HAC,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,0.228,0.7139130264363025,0.8117850270506719,1.431971117160364,0.4716474021116388,1.2419387597418032,0.7264073298743758,0.7341777204672012,0.7139130264363025,1.9599639845400536
restricted,49,0.75,4.5,AR,finite_length,5,10,Aggregate Shock,SIV,1000,0.483,nan,nan,nan,nan,nan,0.7213257332071753,1.9896166266349016,1.514309350231589,2.306004135204166
restricted,49,0.75,4.5,AR,finite_length,5,10,Aggregate Shock,TSLS,1000,0.15,nan,nan,nan,nan,nan,0.7213257332071753,1.1161235948455097,1.1158434746190247,2.306004135204166
restricted,49,0.75,4.5,AR,finite_length,5,10,Basic,SIV,1000,0.84,nan,nan,nan,nan,nan,0.934528132971296,0.0,0.0010161214696911528,2.306004135204166
restricted,49,0.75,4.5,AR,finite_length,5,10,Basic,TSLS,1000,0.834,nan,nan,nan,nan,nan,0.934528132971296,0.0,0.0011162125130108965,2.306004135204166
restricted,49,0.75,4.5,AR,finite_length,5,10,GFE,SIV,1000,0.812,nan,nan,nan,nan,nan,0.9336887671454831,0.0,-1.3798899967082056e-05,2.306004135204166
restricted,49,0.75,4.5,AR,finite_length,5,10,GFE,TSLS,1000,0.811,nan,nan,nan,nan,nan,0.9336887671454831,0.0,0.01979594626206734,2.306004135204166
restricted,49,0.75,4.5,AR,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.57,nan,nan,nan,nan,nan,0.7239233761295234,0.12194799223629726,0.11618136375344201,2.306004135204166
restricted,49,0.75,4.5,AR,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,0.233,nan,nan,nan,nan,nan,0.7239233761295234,1.1012665807008017,1.081001886669903,2.306004135204166
restricted,49,0.75,4.5,ARIMA-Z,finite_length,5,10,Aggregate Shock,SIV,1000,0.601,1.5143093502322775,1.5518256894898834,47.201963296966476,2712.1417044684927,47.20127293247945,0.7213257332071753,1.9896166266349016,1.514309350231589,2.306004135204166
restricted,49,0.75,4.5,ARIMA-Z,finite_length,5,10,Aggregate Shock,TSLS,1000,0.187,1.1158434746190249,1.1406876471450478,1.6211602364148485,0.5589355742474031,1.176621557924791,0.7213257332071753,1.1161235948455097,1.1158434746190247,2.306004135204166
restricted,49,0.75,4.5,ARIMA-Z,finite_length,5,10,Basic,SIV,1000,0.902,0.0010161214696911517,0.01820379257826221,0.026032084321418243,0.020860600571561094,0.026025261295552136,0.934528132971296,0.0,0.0010161214696911528,2.306004135204166
restricted,49,0.75,4.5,ARIMA-Z,finite_length,5,10,Basic,TSLS,1000,0.9,0.0011162125130108897,0.017069212562017367,0.023618629710466407,0.019240458924124126,0.02360404393140803,0.934528132971296,0.0,0.0011162125130108965,2.306004135204166
restricted,49,0.75,4.5,ARIMA-Z,finite_length,5,10,GFE,SIV,1000,0.884,-1.3798899967071065e-05,0.04961722585595104,0.09046302931984146,0.056263926913116394,0.09050829373348833,0.9336887671454831,0.0,-1.3798899967082056e-05,2.306004135204166
restricted,49,0.75,4.5,ARIMA-Z,finite_length,5,10,GFE,TSLS,1000,0.849,0.01979594626206733,0.3729980424998014,0.5664456330069618,0.37484053615457924,0.5663828786514266,0.9336887671454831,0.0,0.01979594626206734,2.306004135204166
restricted,49,0.75,4.5,ARIMA-Z,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.688,0.11618136375344201,0.19339151143170005,0.33125674114686365,0.1180854928025144,0.3103695354253551,0.7239233761295234,0.12194799223629726,0.11618136375344201,2.306004135204166
restricted,49,0.75,4.5,ARIMA-Z,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,0.283,1.081001886669903,1.1767642285635849,1.7035701290416987,0.6059641019771012,1.3173159936045211,0.7239233761295234,1.1012665807008017,1.081001886669903,2.306004135204166
restricted,49,0.75,4.5,HAC,finite_length,5,10,Aggregate Shock,SIV,1000,0.476,1.5143093502322775,1.5518256894898834,47.201963296966476,1729.156912147115,47.20127293247945,0.7213257332071753,1.9896166266349016,1.514309350231589,1.9599639845400536
restricted,49,0.75,4.5,HAC,finite_length,5,10,Aggregate Shock,TSLS,1000,0.1,1.1158434746190249,1.1406876471450478,1.6211602364148485,0.5662737364374095,1.176621557924791,0.7213257332071753,1.1161235948455097,1.1158434746190247,1.9599639845400536
restricted,49,0.75,4.5,HAC,finite_length,5,10,Basic,SIV,1000,0.835,0.0010161214696911517,0.01820379257826221,0.026032084321418243,0.017665704016748593,0.026025261295552136,0.934528132971296,0.0,0.0010161214696911528,1.9599639845400536
restricted,49,0.75,4.5,HAC,finite_length,5,10,Basic,TSLS,1000,0.824,0.0011162125130108897,0.017069212562017367,0.023618629710466407,0.01661694248207269,0.02360404393140803,0.934528132971296,0.0,0.0011162125130108965,1.9599639845400536
restricted,49,0.75,4.5,HAC,finite_length,5,10,GFE,SIV,1000,0.785,-1.3798899967071065e-05,0.04961722585595104,0.09046302931984146,0.043146547412414395,0.09050829373348833,0.9336887671454831,0.0,-1.3798899967082056e-05,1.9599639845400536
restricted,49,0.75,4.5,HAC,finite_length,5,10,GFE,TSLS,1000,0.802,0.01979594626206733,0.3729980424998014,0.5664456330069618,0.30792893573827806,0.5663828786514266,0.9336887671454831,0.0,0.01979594626206734,1.9599639845400536
restricted,49,0.75,4.5,HAC,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.526,0.11618136375344201,0.19339151143170005,0.33125674114686365,0.08902880710274712,0.3103695354253551,0.7239233761295234,0.12194799223629726,0.11618136375344201,1.9599639845400536
restricted,49,0.75,4.5,HAC,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,0.172,1.081001886669903,1.1767642285635849,1.7035701290416987,0.5396906218752172,1.3173159936045211,0.7239233761295234,1.1012665807008017,1.081001886669903,1.9599639845400536
